x0000,y0000
400.,0.9936929553
400.7007007007,0.1682104854
401.4014014014,0.1862959001
402.1021021021,0.4030034484
402.8028028028,0.6091973102
403.5035035035,0.1523422039
404.2042042042,0.8626071573
404.9049049049,0.9003682494
405.6056056056,0.7326375560
406.3063063063,0.7207612717
407.0070070070,0.4746886872
407.7077077077,0.6190186871
408.4084084084,0.4007777039
409.1091091091,0.2635958561
409.8098098098,0.3851520779
410.5105105105,0.5954254947
411.2112112112,0.8691339703
411.9119119119,0.4239461026
412.6126126126,0.6614628848
413.3133133133,0.3517838548
414.0140140140,0.7848954979
414.7147147147,0.6779264402
415.4154154154,0.5346614084
416.1161161161,0.2370330871
416.8168168168,0.0788444388
417.5175175175,0.5484489446
418.2182182182,0.4812103722
418.9189189189,0.4459188476
419.6196196196,0.2246751683
420.3203203203,0.4081558999
421.0210210210,0.0673195187
421.7217217217,0.504769998
422.4224224224,0.0916800045
423.1231231231,0.5370147607
423.8238238238,0.3433446872
424.5245245245,0.2057729021
425.2252252252,0.3147905345
425.9259259259,0.5910191474
426.6266266266,0.8491464161
427.3273273273,0.9094059494
428.0280280280,0.7320663741
428.7287287287,0.6696576161
429.4294294294,0.1417494298
430.1301301301,0.6051970214
430.8308308308,0.7612946418
431.5315315315,0.4141311852
432.2322322322,0.288697533
432.9329329329,0.2011761491
433.6336336336,0.6676794274
434.3343343343,0.7789276068
435.0350350350,0.832027801
435.7357357357,0.1808162573
436.4364364364,0.449563406
437.1371371371,0.6690019363
437.8378378378,0.1270746878
438.5385385385,0.3762830366
439.2392392392,0.0329605355
439.9399399399,0.4905703082
440.6406406406,0.6515665984
441.3413413413,0.2722661943
442.0420420420,0.2396811813
442.7427427427,0.2008037975
443.4434434434,0.1707935548
444.1441441441,0.8679210557
444.8448448448,0.6741617402
445.5455455455,0.6078491309
446.2462462462,0.3029573315
446.9469469469,0.8586453747
447.6476476476,0.6161373886
448.3483483483,0.0536046698
449.0490490490,0.8229210107
449.7497497497,0.1181719413
450.4504504505,0.6303197828
451.1511511512,0.637778277
451.8518518519,0.5261041537
452.5525525526,0.8366735269
453.2532532533,0.4640706307
453.953953954,0.8484040200
454.6546546547,0.1554467620
455.3553553554,0.7116965557
456.0560560561,0.0854531219
456.7567567568,0.8109028721
457.4574574575,0.0009045018
458.1581581582,0.6463778356
458.8588588589,0.355042574
459.5595595596,0.1606015017
460.2602602603,0.7009784155
460.960960961,0.4021061286
461.6616616617,0.7509047992
462.3623623624,0.0997249036
463.0630630631,0.3216411613
463.7637637638,0.1132273034
464.4644644645,0.3264309913
465.1651651652,0.5636939926
465.8658658659,0.453481037
466.5665665666,0.2274209222
467.2672672673,0.1257677105
467.967967968,0.9843264476
468.6686686687,0.3730684147
469.3693693694,0.7731773971
470.0700700701,0.0554733143
470.7707707708,0.9679875531
471.4714714715,0.729577107
472.1721721722,0.6850565288
472.8728728729,0.2409819863
473.5735735736,0.2192453488
474.2742742743,0.3926105415
474.974974975,0.0121491332
475.6756756757,0.3873775221
476.3763763764,0.3269990183
477.0770770771,0.4277647487
477.7777777778,0.5235730584
478.4784784785,0.9881650597
479.1791791792,0.2387158951
479.8798798799,0.4691567964
480.5805805806,0.6812564991
481.2812812813,0.7649034951
481.981981982,0.3312372114
482.6826826827,0.3900441237
483.3833833834,0.3172567757
484.0840840841,0.8825014313
484.7847847848,0.4431377536
485.4854854855,0.8630538644
486.1861861862,0.0766966532
486.8868868869,0.0549951056
487.5875875876,0.6559659987
488.2882882883,0.9120446914
488.988988989,0.5487130428
489.6896896897,0.4347584726
490.3903903904,0.5108606176
491.0910910911,0.9321178909
491.7917917918,0.6544440992
492.4924924925,0.7138897581
493.1931931932,0.9726334835
493.8938938939,0.4410462579
494.5945945946,0.506501537
495.2952952953,0.1107753396
495.995995996,0.2052375345
496.6966966967,0.8298566149
497.3973973974,0.4294898991
498.0980980981,0.7704009224
498.7987987988,0.2979969468
499.4994994995,0.8309480993
500.2002002002,0.425231255
500.9009009009,0.8930163234
501.6016016016,0.6352052605
502.3023023023,0.8139514662
503.0030030030,0.8092775982
503.7037037037,0.9028366085
504.4044044044,0.2658827414
505.1051051051,0.1995483465
505.8058058058,0.8056811723
506.5065065065,0.7841814829
507.2072072072,0.0100082963
507.9079079079,0.7206275186
508.6086086086,0.2444324756
509.3093093093,0.1150062893
510.0100100100,0.7091573007
510.7107107107,0.1504795723
511.4114114114,0.4244465004
512.1121121121,0.8342769152
512.8128128128,0.5797076686
513.5135135135,0.4119412901
514.2142142142,0.8518343919
514.9149149149,0.9581906677
515.6156156156,0.0764067091
516.3163163163,0.6867413876
517.0170170170,0.4398203439
517.7177177177,0.6944737148
518.4184184184,0.2037487868
519.1191191191,0.819408861
519.8198198198,0.9599187328
520.5205205205,0.017215935
521.2212212212,0.0064426447
521.9219219219,0.8885401383
522.6226226226,0.9844390954
523.3233233233,0.2916959568
524.0240240240,0.3217748369
524.7247247247,0.0036192353
525.4254254254,0.3064733419
526.1261261261,0.4954585508
526.8268268268,0.8287181585
527.5275275275,0.6927794452
528.2282282282,0.7134298430
528.9289289289,0.6848541202
529.6296296296,0.8992568271
530.3303303303,0.0827754473
531.0310310310,0.4491096865
531.7317317317,0.4777571053
532.4324324324,0.0848875408
533.1331331331,0.3562798752
533.8338338338,0.4164056854
534.5345345345,0.8878863167
535.2352352352,0.9918167116
535.9359359359,0.1755032547
536.6366366366,0.0034666675
537.3373373373,0.8412074287
538.0380380380,0.4157940219
538.7387387387,0.1756881901
539.4394394394,0.6941553191
540.1401401401,0.3316342679
540.8408408408,0.5270870357
541.5415415415,0.5814786291
542.2422422422,0.0012495650
542.9429429429,0.9709502406
543.6436436436,0.0730664821
544.3443443443,0.5034732158
545.0450450450,0.3173903421
545.7457457457,0.4761848848
546.4464464464,0.8460465142
547.1471471471,0.0361024379
547.8478478478,0.9291394598
548.5485485485,0.0857426459
549.2492492492,0.9618786478
549.9499499499,0.5446543381
550.6506506507,0.0195752021
551.3513513514,0.9892742187
552.0520520521,0.2503919205
552.7527527528,0.6070650989
553.4534534535,0.1328800244
554.1541541542,0.0877847409
554.8548548549,0.302833502
555.5555555556,0.7405958479
556.2562562563,0.8026679513
556.956956957,0.2050756114
557.6576576577,0.0563614832
558.3583583584,0.3844245581
559.0590590591,0.8181683999
559.7597597598,0.6436791662
560.4604604605,0.4023354344
561.1611611612,0.3099432318
561.8618618619,0.6040344128
562.5625625626,0.7439628119
563.2632632633,0.3451585139
563.963963964,0.0352309847
564.6646646647,0.6720391388
565.3653653654,0.9741653855
566.0660660661,0.9175112829
566.7667667668,0.1055478434
567.4674674675,0.9303061417
568.1681681682,0.2863002626
568.8688688689,0.3290400171
569.5695695696,0.197212504
570.2702702703,0.9513728107
570.970970971,0.4305682565
571.6716716717,0.1948663248
572.3723723724,0.0216400469
573.0730730731,0.2302635627
573.7737737738,0.1206706303
574.4744744745,0.8906567849
575.1751751752,0.1635399038
575.8758758759,0.4285303433
576.5765765766,0.8982716745
577.2772772773,0.1631144969
577.977977978,0.6707244450
578.6786786787,0.7933679057
579.3793793794,0.0761279888
580.0800800801,0.0295119213
580.7807807808,0.8248327635
581.4814814815,0.8961527298
582.1821821822,0.7624705645
582.8828828829,0.0279364893
583.5835835836,0.6144339751
584.2842842843,0.4636366824
584.984984985,0.1131943027
585.6856856857,0.5751024761
586.3863863864,0.9437794285
587.0870870871,0.3544559378
587.7877877878,0.9753527708
588.4884884885,0.7849313383
589.1891891892,0.9761451714
589.8898898899,0.2970926220
590.5905905906,0.7508085268
591.2912912913,0.4383328360
591.991991992,0.9055247813
592.6926926927,0.3845302922
593.3933933934,0.4612920212
594.0940940941,0.1554718291
594.7947947948,0.8255187486
595.4954954955,0.9166907895
596.1961961962,0.7843380163
596.8968968969,0.3630283434
597.5975975976,0.0300347281
598.2982982983,0.0101821626
598.998998999,0.5512503300
599.6996996997,0.5377688766
600.4004004004,0.8891374739
601.1011011011,0.9530240498
601.8018018018,0.3070926602
602.5025025025,0.5445375002
603.2032032032,0.6307332872
603.9039039039,0.1901632936
